Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Auto/Transportation,Parking/Tolls,8/1/19, ,SAN JOSE INTL AIRP,PURCHASE                                AUTHORIZED ON   07/30 SAN JOSE INTL AIRP        SAN JOSE      CA  S589211644591894   CARD 5402,Debit Card/ATM Card ...5402,$6.00
Auto/Transportation,Gasoline,8/6/19, ,CHEVRON LOS GATOS GAS C,PURCHASE                                AUTHORIZED ON   08/06 CHEVRON/LOS GATOS GAS C   LOS GATOS     CA  P00589218839930049 CARD 1745,Debit Card/ATM Card ...1745,$39.95
Auto/Transportation,Parking/Tolls,8/7/19, ,PORT IPS PARKING M,PURCHASE                                AUTHORIZED ON   08/06 PORT IPS PARKING M        SAN FRANCISCO CA  S389219037478639   CARD 1745,Debit Card/ATM Card ...1745,$24.50
Auto/Transportation,Gasoline,8/8/19, ,CHEVRON VAN DEVELOPMENT,PURCHASE                                AUTHORIZED ON   08/07 CHEVRON/VAN DEVELOPMENT   MENLO PARK    CA  P00469220055568018 CARD 5402,Debit Card/ATM Card ...5402,$62.34
Auto/Transportation,Gasoline,8/12/19, ,ROTTEN ROBBIE,PURCHASE                                AUTHORIZED ON   08/11 ROTTEN ROBBIE #           LOS GATOS     CA  P00000000172568005 CARD 5402,Debit Card/ATM Card ...5402,$53.95
Auto/Transportation,Gasoline,8/20/19, ,REGNSTORFF VALERO GAS,PURCHASE                                AUTHORIZED ON   08/20 REGNSTORFF VALERO GAS     MOUNTAIN VIEW CA  P00389232623455924 CARD 5402,Debit Card/ATM Card ...5402,$61.31
Auto/Transportation,Gasoline,8/26/19,"LOS GATOS    ,CA",CHEVRON,"CHEVRON 0203722 LOS GATOS    ,CA",PLATINUM CARD ...4360,$54.98
Auto/Transportation,Gasoline,9/2/19,"LOS GATOS    ,CA",CHEVRON,"CHEVRON 0203722 LOS GATOS    ,CA",PLATINUM CARD ...4360,$13.00
Auto/Transportation,Gasoline,9/5/19, ,LOS GATOS,PURCHASE                                AUTHORIZED ON   09/05 LOS GATOS                 LOS GATOS     CA  P00000000876214968 CARD 5402,Debit Card/ATM Card ...5402,$55.45
Auto/Transportation,Parking/Tolls,9/5/19, ,PALACE HOTEL SF PA,PURCHASE                                AUTHORIZED ON   09/03 PALACE HOTEL SF PA        SAN FRANCISCO CA  S469246740292538   CARD 5402,Debit Card/ATM Card ...5402,$25.00
Auto/Transportation,Gasoline,9/16/19, ,LOS GATOS,PURCHASE                                AUTHORIZED ON   09/16 LOS GATOS                 LOS GATOS     CA  P00000000371530039 CARD 5402,Debit Card/ATM Card ...5402,$57.73
Auto/Transportation,Parking/Tolls,9/23/19, ,CSJ ALMADEN - WOZ,PURCHASE                                AUTHORIZED ON   09/20 CSJ ALMADEN - WOZ         SAN JOSE      CA  S469264095675385   CARD 5402,Debit Card/ATM Card ...5402,$7.00
Auto/Transportation,Gasoline,9/25/19, ,ROTTEN ROBBIE,PURCHASE                                AUTHORIZED ON   09/24 ROTTEN ROBBIE #           LOS GATOS     CA  P00000000677744751 CARD 5402,Debit Card/ATM Card ...5402,$60.50
Auto/Transportation,Gasoline,10/3/19, ,LOS GATOS,PURCHASE                                AUTHORIZED ON   10/03 LOS GATOS                 LOS GATOS     CA  P00000000482181498 CARD 5402,Debit Card/ATM Card ...5402,$65.92
Auto/Transportation,Gasoline,10/7/19, ,CHEVRON,PURCHASE                                AUTHORIZED ON   10/05 CHEVRON 0352963           MADERA        CA  S469278567452665   CARD 5402,Debit Card/ATM Card ...5402,$44.04
Auto/Transportation,Gasoline,10/8/19, ,CHEVRON LOS GATOS GAS C,PURCHASE                                AUTHORIZED ON   10/08 CHEVRON/LOS GATOS GAS C   LOS GATOS     CA  P00309282023267283 CARD 5402,Debit Card/ATM Card ...5402,$68.53
Auto/Transportation,Gasoline,10/8/19, ,CHEVRON LOS GATOS GAS C,PURCHASE WITH CASH BACK        $   2.00 AUTHORIZED ON   10/08 CHEVRON/LOS GATOS GAS C   LOS GATOS     CA  P00469282024401471 CARD 5402,Debit Card/ATM Card ...5402,$12.00
Bills/Utilities,Cable/Satellite TV,5/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,5/2/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Phone/Internet,5/4/18,"800-937-8997 ,WA",TMOBILE POSTPAID PDA,"TMOBILE*POSTPAID PDA 800-937-8997 ,WA",PLATINUM CARD ...4360,$209.70
Bills/Utilities,Cable/Satellite TV,5/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Phone/Internet,5/7/18, ,PP EVENTBRITE.COM,PURCHASE                                AUTHORIZED ON   05/04 PP*EVENTBRITE.COM         402-935-7733  CA  S388124665957043   CARD 1745,Debit Card/ATM Card ...1745,$28.45
Bills/Utilities,Gas/Electric,5/29/18, ,PG&E,PGANDE           WEB ONLINE MAY 18 98119172052518  PMA CHECKING                                     5940742640 98119172052518  0R00000091003837058455,PMA CHECKING ...1762,$65.46
Bills/Utilities,Phone/Internet,5/31/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$209.49
Bills/Utilities,Cable/Satellite TV,6/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,6/4/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,6/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Gas/Electric,6/26/18, ,PG&E,PGANDE           WEB ONLINE JUN 18 00276421062518  PMA CHECKING                                     5940742640 00276421062518  0R00000091004239088666,PMA CHECKING ...1762,$58.70
Bills/Utilities,Phone/Internet,6/30/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$209.49
Bills/Utilities,Cable/Satellite TV,7/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,7/2/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,7/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Gas/Electric,7/27/18, ,PG&E,PGANDE           WEB ONLINE JUL 18 02511212072618  PMA CHECKING                                     5940742640 02511212072618  0R00000091004259768193,PMA CHECKING ...1762,$67.92
Bills/Utilities,Phone/Internet,7/31/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$209.39
Bills/Utilities,Rent,8/1/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,8/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Cable/Satellite TV,8/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Gas/Electric,8/28/18, ,PG&E,PGANDE           WEB ONLINE AUG 18 04803494082718  PMA CHECKING                                     5940742640 04803494082718  0R00000091004239985685,PMA CHECKING ...1762,$67.92
Bills/Utilities,Cable/Satellite TV,9/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Phone/Internet,9/2/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$225.15
Bills/Utilities,Rent,9/4/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,9/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Gas/Electric,9/27/18, ,PG&E,PGANDE           WEB ONLINE SEP 18 07041135092618  PMA CHECKING                                     5940742640 07041135092618  0R00000091004254449879,PMA CHECKING ...1762,$65.71
Bills/Utilities,Phone/Internet,9/30/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$207.21
Bills/Utilities,Cable/Satellite TV,10/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,10/2/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,10/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Gas/Electric,10/29/18, ,PG&E,PGANDE           WEB ONLINE OCT 18 08988634102618  PMA CHECKING                                     5940742640 08988634102618  0R00000091004338913092,PMA CHECKING ...1762,$19.78
Bills/Utilities,Phone/Internet,10/31/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$217.30
Bills/Utilities,Cable/Satellite TV,11/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Cable/Satellite TV,11/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Rent,11/5/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Phone/Internet,11/16/18, ,PP ORACLE GIRL GEE,PURCHASE                                AUTHORIZED ON   11/15 PP*ORACLE GIRL GEE        402-935-7733  CA  S588319807211545   CARD 1745,Debit Card/ATM Card ...1745,$17.55
Bills/Utilities,Gas/Electric,11/29/18, ,PG&E,PGANDE           WEB ONLINE NOV 18 10844413112818  PMA CHECKING                                     5940742640 10844413112818  0R00000091003735536343,PMA CHECKING ...1762,$81.33
Bills/Utilities,Phone/Internet,11/30/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$212.30
Bills/Utilities,Cable/Satellite TV,12/2/18,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,12/3/18, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,12/5/18,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Phone/Internet,12/7/18, ,MICROSOFT OFFIC,RECURRING PAYMENT                       AUTHORIZED ON   12/06 MICROSOFT   *OFFIC        MSBILL.INFO   WA  S388340578984396   CARD 1745,Debit Card/ATM Card ...1745,$69.99
Bills/Utilities,Phone/Internet,12/17/18, ,T-MOBILE 15545,PURCHASE                                AUTHORIZED ON   12/15 T-MOBILE 15545 LOS GATOS  LOS GATOS     CA  P00388349681513562 CARD 5402,Debit Card/ATM Card ...5402,$50.60
Bills/Utilities,Phone/Internet,12/17/18, ,T-MOBILE 15545,PURCHASE                                AUTHORIZED ON   12/15 T-MOBILE 15545 LOS GATOS  LOS GATOS     CA  P00388349685811277 CARD 5402,Debit Card/ATM Card ...5402,$43.59
Bills/Utilities,Phone/Internet,12/26/18, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   12/25 Microsoft *Store          msbill.info   WA  S468359689158709   CARD 0484,Debit Card/ATM Card ...0484,$4.99
Bills/Utilities,Gas/Electric,12/27/18, ,PG&E,PGANDE           WEB ONLINE DEC 18 12860706122618  PMA CHECKING                                     5940742640 12860706122618  0R00000091004530061842,PMA CHECKING ...1762,$91.83
Bills/Utilities,Phone/Internet,12/31/18, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   12/28 Microsoft *Store          msbill.info   WA  S388362770377655   CARD 0484,Debit Card/ATM Card ...0484,$1.99
Bills/Utilities,Phone/Internet,12/31/18,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$212.30
Bills/Utilities,Cable/Satellite TV,1/2/19,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,1/2/19, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,1/5/19,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$59.99
Bills/Utilities,Phone/Internet,1/7/19, ,MICROSOFT STORE,PURCHASE                                AUTHORIZED ON   01/06 MICROSOFT   *STORE        MSBILL.INFO   WA  S589006788332574   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,1/7/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/06 Microsoft *Store          msbill.info   WA  S469006788642736   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,1/7/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/06 Microsoft *Store          msbill.info   WA  S469006788930441   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,1/7/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/06 Microsoft *Store          msbill.info   WA  S469006786012068   CARD 0484,Debit Card/ATM Card ...0484,$8.99
Bills/Utilities,Phone/Internet,1/10/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/09 Microsoft *Store          msbill.info   WA  S309010079591794   CARD 0484,Debit Card/ATM Card ...0484,$9.99
Bills/Utilities,Phone/Internet,1/10/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/09 Microsoft *Store          msbill.info   WA  S589010079941544   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,1/10/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/09 Microsoft *Store          msbill.info   WA  S589010081883568   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,1/14/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/11 Microsoft *Store          msbill.info   WA  S389012004339493   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,1/16/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   01/15 Microsoft *Store          msbill.info   WA  S309015857818482   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Gas/Electric,1/29/19, ,PG&E,PGANDE           WEB ONLINE JAN 19 15288244012819  PMA CHECKING                                     5940742640 15288244012819  0R00000091003938432456,PMA CHECKING ...1762,$93.72
Bills/Utilities,Phone/Internet,1/31/19,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$233.55
Bills/Utilities,Cable/Satellite TV,2/2/19,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$10.99
Bills/Utilities,Rent,2/4/19, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,2/5/19,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$96.95
Bills/Utilities,Gas/Electric,2/26/19, ,PG&E,PGANDE           WEB ONLINE FEB 19 17584123022519  PMA CHECKING                                     5940742640 17584123022519  0R00000091003754634844,PMA CHECKING ...1762,$114.75
Bills/Utilities,Phone/Internet,2/28/19,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$233.55
Bills/Utilities,Cable/Satellite TV,3/2/19,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$8.99
Bills/Utilities,Rent,3/4/19, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,3/5/19,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$96.95
Bills/Utilities,Phone/Internet,3/10/19,"LOS GATOS    ,CA",T-MOBILE STORE,"T-MOBILE STORE # 114F LOS GATOS    ,CA",PLATINUM CARD ...4360,$21.80
Bills/Utilities,Gas/Electric,3/29/19, ,PG&E,PGANDE           WEB ONLINE MAR 19 20171860032819  PMA CHECKING                                     5940742640 20171860032819  0R00000091003754788484,PMA CHECKING ...1762,$107.09
Bills/Utilities,Phone/Internet,3/31/19,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$243.48
Bills/Utilities,Cable/Satellite TV,4/2/19,"NETFLIX.COM  ,CA",NETFLIX.COM,"NETFLIX.COM NETFLIX.COM  ,CA",PLATINUM CARD ...4360,$8.99
Bills/Utilities,Rent,4/2/19, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,4/5/19,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$96.95
Bills/Utilities,Gas/Electric,4/30/19, ,PG&E,PGANDE           WEB ONLINE APR 19 22536713042919  PMA CHECKING                                     5940742640 22536713042919  0R00000091004537386267,PMA CHECKING ...1762,$43.67
Bills/Utilities,Phone/Internet,4/30/19,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$207.81
Bills/Utilities,Cable/Satellite TV,5/2/19,"netflix.com  ,CA",NETFLIX.COM,"Netflix.com netflix.com  ,CA",PLATINUM CARD ...4360,$8.99
Bills/Utilities,Rent,5/2/19, ,,CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,5/5/19,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$96.95
Bills/Utilities,Gas/Electric,5/28/19, ,PG&E,PGANDE           WEB ONLINE MAY 19 24635627052719  PMA CHECKING                                     5940742640 24635627052719  0R00000091004451616327,PMA CHECKING ...1762,$66.34
Bills/Utilities,Phone/Internet,5/31/19,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$214.00
Bills/Utilities,Cable/Satellite TV,6/2/19,"netflix.com  ,CA",NETFLIX.COM,"Netflix.com netflix.com  ,CA",PLATINUM CARD ...4360,$8.99
Bills/Utilities,Phone/Internet,6/3/19, ,MICROSOFT OFFICE,RECURRING PAYMENT                       AUTHORIZED ON   06/01 MICROSOFT*OFFICE 3        MSBILL.INFO   WA  S589153249632563   CARD 1745,Debit Card/ATM Card ...1745,$9.99
Bills/Utilities,Rent,6/3/19, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,6/5/19,"800-COMCAST  ,CA",COMCAST CORP,"COMCAST CALIFORNIA 800-COMCAST  ,CA",PLATINUM CARD ...4360,$96.95
Bills/Utilities,Phone/Internet,6/17/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   06/14 Microsoft*Store           msbill.info   WA  S469165704882780   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,6/17/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   06/14 Microsoft*Store           msbill.info   WA  S309165705360208   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Phone/Internet,6/21/19, ,MICROSOFT STORE,RECURRING PAYMENT                       AUTHORIZED ON   06/20 Microsoft*Store           msbill.info   WA  S589171843768284   CARD 0484,Debit Card/ATM Card ...0484,$0.99
Bills/Utilities,Gas/Electric,6/28/19, ,PG&E,PGANDE           WEB ONLINE JUN 19 27031881062719  PMA CHECKING                                     5940742640 27031881062719  0R00000091004454264876,PMA CHECKING ...1762,$77.90
Bills/Utilities,Phone/Internet,6/30/19,"800-937-8997 ,WA",TMOBILE AUTO PAY,"TMOBILE*AUTO PAY 800-937-8997 ,WA",PLATINUM CARD ...4360,$214.00
Bills/Utilities,Rent,7/1/19, ,,DEPOSITED OR CASHED CHECK,PMA CHECKING ...1762,"$2,945.00"
Bills/Utilities,Cable/Satellite TV,7/2/19,"netflix.com  ,CA",NETFLIX.COM,"Netflix.com netflix.com  ,CA",PLATINUM CARD ...4360,$8.99
